year,letter
1979,"""Trust in the Lord with all your Heart and He will acknowledge

and  He will light the way."" This prayer has been sent to you for good luck. 
 The original 
copy is from the NETHERLANDS.It has been around the world nine

times. The luck has now been brought to you. You will receive

good luck within four days of receiving this letter provided

you in turn send it back out. THIS IS NO JOKE...  You will

receive it in the mail. Send copies of this letter to people you

think need good luck.  DO NOT SEND MONEY, FOR THE FATE HAS 
NO 
PRICE ON IT. Do not keep this letter.... It must leave your

hands within 96 hours after you receive it.  An RAF officer received $70,000.  Joe Elliott 
 received $4,000,000 
and lost it because he broke the chain.  While in the Phillipines,

General Welch lost his life six days after he received this letter.

HE failed to circulate the prayer.  However, before his death

hereceived $775,000.  Please send out  20 copies 
 to see what happens 
 to you on the fourth day. This chain comes from Venezuela 
and  was 
written by Saul Anthony De Cadif, a missionary from South America.

I, myself, now forward it to you.  Since  this chain
must  make a 
tour of the world, you must make 20 copies identical to this one

and send  it to your friends, parents, or associates. After
 a few 
days,you will  get  a  surprise.  THIS is 
  true even if  you  are 
not  superstitious.  Take  note  of  the  
 following.  Constattino  Dias received the chain in 1953.  
  He asked his 
secretary to  make 20 copies and send them.  A 
few  days later 
he won a lottery for $2,000,000 in his country.  Carlo Raditt,

an  office  employee, received the chain.  He forgot  
 it and a 
few days later lost his job.  He  found the chain letter 
 and 
sent it to 20 people.  Five days later he got an even better
 job. 
Dalin Nairchild received the chain and not believing in it threw

it away.  Nine days later he died.  For  no 
 reason what so ever 
should this chain be broken. 
      REMEMBER  NO  MONEY.
 PLEASE  DON'T IGNORE  THIS.  IT DOES 
WORK.  MAHALO  (THANK-YOU)"
1980,"""TRUST IN THE LORD WITH ALL YOUR HEART AND WILL 
ACKNOWLEDGE AND HE WILL LIGHT THE WAY""      This prayer has been sent
 to you for good luck. The 
original copy is from the Netherlands. it has been around

the world nine times. The luck has now been brought to yuo.

You will receive good luck within four days of receiving

this letter provided you in turn send it back out. THIS IS

NO JOKE. You will receive it in the mail. Send copies of

this letter to people you think need good luck. DO NOT

SEND MONEY for the fate has no price on it. Do not keep this

letter. It must leave your hands within 96 hours after you

receive it. 
     A RAF officer received $70,000. Joe Elliot
 received 
$4,000,000 and lost it because he broke the chain. While

in the philippines, General Welch lost his life six days

after he received this letter. He failed to circulate the

prayer, however, before his death he received $775,000.

Please send out 20 copies to see what happens to you on the

fourth day. This chain comes from Venezuela and was written

by Saul Anthony de Cadir, a missionary from South America.

I myself now foreward it to you. Since this chain must make

a tour of the world, you must make 20 copies identical to

this one and send it to your friends, parents or associates.

After a few days, you will get a surprise. This is true even

if you are not superstitious. Take note of the following:

Constantine Dias received the chain in 1953. He asked his

secretary to make 20 copies and send them. A few days later

he won a lottery for $2,000,000 in his country. Carlo Raditt,

an office employee, received the chain. He forgot it and a

few days later, lost his job. He found the chain letter and

sent it to twenty people. Five days later he got an even

better job. Dolin Fairchild received the chain and not

believing in it threw it away. Nine days later he died.

For no reason whatsoever should this chain be broken. 
    
     REMEMBER: NO MONEY!! 
PLEASE DON'T IGNORE THIS! IT DOES WORK!"
1980,"PRAYER: 
TRUST IN YOURSELF WITH ALL YOUR HEART AND YOU WILL BE 
WHAT YOU SEE IN YOUR MINDS EYE: YOU WILL PRODUCE A HIT 
BE IT A RECORD, FILM, PLAY, SERIES OR WHATEVER - 
MAYBE A HIT ALL BY YOURSELF.
 This prayer has been sent to you for good luck. The
 original copy came from the Brill Building. It has been down Highway 61
and  Route 66, around the world via jet arriving sub-licensed in all territories.
 The luck has now been sent to you! You obiously need it. You will receive
 good luck within four working days after receiving this letter. This is
no  joke!! Your good luck is in the mail. Send twenty-five (25) copies of
this  letter to people you know who can use a bit of luck. Please do
not  send money. Promotional records are O.K. So do not place this
letter on your out-file for your secretary to take care of it after she has
done her nails. It must leave within ninety-six (96) hours after you receive
it. Add your name to the bottom of the list (professional names are acceptable)
and leave off the top name when recopying the letter. You may add information 
about what happened to you if you have ever received this letter before.

                                  
 NO HYPES PLEASE, AND GOOD LUCK ! ! ! ! ! !  Col. Tom Parker received this letter in 1953 and asked
 his valet to make copies to send along with services rendered. One week
later  he discovered Elvis Presley and Clive Davis. A record company executive,
Ron Alexenberg, received the chain and lost it among his bills. Five days
later hi office was dismantled. He found the chain letter several years later
 while forming his own record label. he sent out fifty copies and as a result
 every release his company had went gold. Larry Gibb received this letter
back in 1973. At this time the Bee Gees had broken up. After sending out
thirty copies, Barry reunited with his brothers for the first time in two
years and recorded the Bee Gees hit, ""Jive Talkin"". Rita Coolidge received
this letter two weeks before ""Anytime, Anywhere"" was released. She followed
the instructions to a ""T"" and this album launched her multi-million dollar
career. Jay Craydon, a studio musician, received this letter last year and
as a result became a staff record producer at RSO Records. Robert Stigwood
received this letter and put it out with the garbage...the result (?) ""Sgt.
Peppers Lonely Hearts Club Band"" was a flop at the box office. You figure
it out!! Jimmy Record apologizes for the banality and has no idea whether
this is for real, and is too chicken to break the chain. 
                   
 FOR NO REASON SHOULD THIS CHAIN BE BROKEN ! ! ! ! 
    
                               
 Laury Baker              
 Tony Dukes 
                          
 Jack Deaton              
 Chris Campbell 
Tom Sholz                 
 Kevin Bassinson          Terry 
 & Theresa Justus 
Shawn LaBarra             
 Freemen Clemente         Willie T.
Singleton 
Herb Alpert               
 Donna Fein               
 Jury Krytiuk 
Roy Thomas Baker          
 Rita Jean Bodine         Keath Barrie

Candy Barry               
 Colleen Peterson         Jimmy Bowien

Bobbie Marrantz           
 Joanne Smale             
 Peter Horton 
Lorry Liberman            
 Jeanine Hollings         Udo Kamjunke

Tom Scott                 
 Marmie Charndoff         Jürgen 
 Graf 
Kid Sharp                 
 Jack Schechtman          Herb 
 Quick 
Jeff Porcaro              
 Slick                    
 Elmar Kast 
Maxine Green              
 John Alper               
 Bimey Oberrait 
Christina Man             
 Billy Kidd               
 Karl-Heinz Frommelt 
Mark Zivian               
 Madeline Ronnie Connell  Thomas Barnstorf 
Ron Chirchman             
 Pamela Lane Donaldson    Hans Molitor 
Bob Shelley               
 Penny Hill               
 H. Memo Vhein 
Willie Gibson             
 Marco Perella            
 Andy Parker 
Bill Agin                 
 Debbe Sharpe Focus       Gerard Parker

John Ness                 
 Butch Hancock            
 Colin Thomas Cliffe 
Chad Perry                
 Susan Jarrett          Anthony 
 G. Wass 
Larry Taylor              
 Dany Freeman           
simon clifford 
                          
 Bevis Griffin          Audrey 
 Clifford. 
                                                   
 Doc Rowe   "
1980,"Trust in the Lord with all good faith and he will acknowledge
  and he will 
 Light the way.  This Prayer has been sent to you for 
good  luck.  The 
 original copy is from the Neitherlands.  It has been 
around  the world nine 
times.  The luck has now been brought to you.  You will 
 receive good luck 
within nine days of receiving this letter providing you in turn,
 send it 
back out.  This is no joke.  You will receive it by mail.  
 Send copies of 
this letter to people you think need good luck.  Do not send 
 money for fate 
has no price on it.  Do not keep the letter.  It must 
leave  your hands with 
in 96 hrs. after you receive it.  An R.A.F. officer received
 $70,000. 
Joe Elliot received $450,000 and lost it because he broke the chain.  
 While 
in the Phillipines, General Welch lost his wide six days after
he  received 
the letter.  He failed to circulate the prayer however, before 
 his death he r 
received $775,000.  Please send 20 dopies and see what happens 
 to you on the 
fourth day.  This chain from Venezuela was written by Saul 
Anthony  de Apil, 
a missionary from South America.  I myself forward it to you 
 since the 
chain must take a tour of the world, you must Make 20 copies identical 
 to 
this one.Send it to your friends, parents, or associates.  
After  a few days 
you will get a surprise.  This is true, even if you are not
 superstitious. 
Take note of the following;  Constantine Duas receiving the
 chain in 1953. 
He asked his secretary to make 20 copies and send them out. 
 A few days 
later he won a lottery for $2000,000in his country.  Carla 
Deditt  an office 
employee, received the chain.  He forgot it and a few days 
later  lost his 
job.  He found the chain letter and sent it to 20 people.
Five  days later 
he got an even better job.  Sidon Farechild  received 
the  chain letter and 
not believing it, threw it away.  Nine days later he died. 
  For no reason 
whatsoever, should this chain be broken.  Remember. Send no
 Money 
Please do not ignore this.  It works May 18   1979       
  Oct 17    1980       
Apr 9    1980 
Aug 7    1979       
  Oct 21    1980       
Oct 30   1980 
Aug 9    1979       
  Oct 26    1980       
Nov 3    1980 
Aug 9    1979       
  Dec 6     1979       
  Nov 12   1980 
Aug 20   1979       
 Dec 11    1979       
Nov  20   1980 
Aug 24   1979       
 Dec 13    1979       
Nov  28   1980 
Aug 29   1979       
 Dec 18    1979       
Apr  16   1980 
Sept 4   1979       
 Jan 6     1979       
 Apr 24   1980 
Sept 11  1979        Jan
 13    1979        Apr
28    1980 
Sept 25  1979        Jan
 18    1979        9 May
 1  1980 
Sept 28  1979        Feb
 7      1980       
 May 2    1980 
Oct 1    1979       
  Feb 7     1980       
  May 7    1980 
Oct 6    1979       
  Feb 20    1980       
May 15   1980 
Oct 13   1979       
 Feb 28    1980       
May  22   1980 
Oct 22   1979       
 Feb 6     1980       
 June 2   1980 
Nov 5    1979       
  Mar 10    1980       
June 5   1980 
Nov 14   1979       
 Mar 18    1980       
June  13  1980 
Nov 21   1979       
 Mar 24    1980       
June  27  1980 
Nov 28   1979       
 Mar 28    1980       
July  8   1980 
Sept 18  1980        Mar
 31    1980        July
22  1980 
Sept 22  1980        Apr
 2     1980 
Sept 26  1980                             
  July 29  1980 
Oct 3    1980                             
  Aug 11   1980 
Oct 9 1  1980                             
  Aug 19   1980 
                                          
  Aug 27   1980 
                                          
  Aug 29   1980 
                                          
  Dec 4    1980 
                                          
  Dec 13   1980 
                                          
  Dec 23   1980"
1980,"TRUST in the Lord with all good faith and He will

acknowledge and He will light the way.""  This prayer

has been sent to you for good luck.  It's original copy

is from the Netherlands.  It has been around the world

nine times.  The luck has been brought to you.  You will

receive good within 4 days of receiving this letter, 
provided you in turn send it back out.  THIS IS NO JOKE.

You will receive it in the mail.  Send copies of this

letter to people you think need good luck.  Do not send 
Money, 
for fate has no price on it.  Do not keep this letter. 
 It 
must leave your house within 96 hours after you receive it.

An RAF officer received $70,000.  Joe Elliott received

$450,000 and lost it because he broke the chain.  While in

the Phillipines, General Welch lost his wife six days after he

received the letter.  He failed to circulate the prayer.

However, before his death he received $775,000.  Please

send 20 copies and see what happens to you on the 4th day.

This chain comes from Venezuela, and was written by Saul

Anthony de Caoif, a missionary from South America.  I myself

forward it to you.  Since the Chain must make the tour of

the world, you must make 20 copies identical to this one.

Send it to your friends, parents, or associates.  After a

few days you will get a surprise.  This is true even if you

are not superstitious.  Take note of the following. 
Constantine 
Dies received the chain in 1953.  He asked his secretary to

make 20 copies and send them a few days later he won a lottery

for $2,000,000 in his country. 
Carlo Deditt, an office employee, received the chain, he

forgot it and a few days later he lost his job.  He found

the chain letter and sent itto 20 people.  Five days later

he got an even better job.  Belon Fairchild received the

chain and, not believing in it, he threw it away.  Nine days

later, he died.  For no reason, whatsoever, should this chain

be broken.  Remember, SEND NO MONEY. 
      PLEASE DO NOT CHANGE THIS, IT 
WORKS."
1980,"AND ALL
THINGS    WHATSO EVER WE SHALL ASK IN PRAYER ? BELEIVING WE SHALL RECEIVE
 
   
                 
                 
(MATT: 21-22)

This quote 
 has  been sent to you for good luck.  The original copy is from the
Netherlands. 
    It has been around the world nine times.  The luck had been
brought
to  you.    You will receive good luck within 4 days upon receiving
this
letter,
provided    you in turn send it back out.  This is no joke.  You
will
receive
it  in  the mail.  Send copies of this letter to people you think need
good luck.  
   Do
    Not Send Money, for fate has no price 
   on it.  Do
    Not Keep This 
Letter. It must leave your hands
96 hours after you receive it.  An U.S.A.F.
officer
received    $70,000.00.  Joe Elliot received $40,000.00 and lost it
because
he  broke   the chain.  While in the Phillipines, General Wales lost
his life 
6  days   after he received the letter.  He failed to circulate the
quote.  
  However,  before his death he received $775,000.00.  Please send 20
copies out 
 and  see what happens on the 4th day.  This comes from Venezuela
and was
written    by St. Anthony DeCaiod, a missionary from South America.
I myself 
forwarded    it to you.  Since the chain makes tour around the world,
you must 
make   20 identical copies of this one.  Send it out to your friends,
parents
and   associates.   After a few days you will get a surprise. 
This
is true
even   if  you are not superstitious.  Take note of the following:
Constantine
  Diaz  received the chain in 1953.  He asked his secretary to
make 20
copies    and send them.  A few days later he won the lottery for
$2,000.00
 in  his  country.  Carlo Depot, an office employee, received the
chain and
 forgot   it.  A few days later he lost his job.  He found the
chain
and sent 
it  to  20 people.  Five days later he got an even better job.
Nevin Fairchild 
   received the chain and not beleiving it, threw it away.
Nine days
 later   he died.  For no reason whatsoever should this be broken:
remember,
 send no money.  Please
 do   not ignore it.  It really works."
1980,"RECEIVE               
        ( MATTHEW  21:22 )

 - - - - - - - - - - - - - - - - - 
- - - - - - - - - - - - - - - - - -
 This quote has been sent to you for good luck.The original is from the
 Netherlands.Ithas been around the world nine times.The luck has been
 brought to you.You will receive goodluck within four days of recerving
 this letter provided you will in turn send it back out.THIS IS NO JOKE.
 You will receive it in the mail.Send copies of this letter to people
 you think need good luck.

 Do not send money for fate has no price on it.Do not keep this letter
 It must leaveyour hands 96 hours after you recerve it.

An R.A.F.Officer received $70,000.00.Joe 
Elliot received $150,000.00
and lost it becausehe broke the chain.While in 
Phillipines,General
 Welch lost his wife 6 days after he received the letter.He failed 
to
 circulate the note.However,before her death,he received $775,000.00.

 Please send 20 copies and see what happens to you on the 4th day.
 This chain comes from Venezuela and was written by Soul Anthony Dowell,
 missionary from South America.I myself forward it to you.Since the
 chain makes the tour of the world you must make 20 identical copies
 of this one.Send it to your friends,parents and associates.After a 
 few days you will get a surprise.This is true even if you're not
 supersticious.Take a note of the following:Constantine Diss received
 the chain in 1953.He asked his secretary to make 20 copies and send them.
 Afew days later he won the lottery for $2,000,000.00.in his country.
 Carlo Davitt an office employee received the chain and forgot it.
 Afew days later he lost his job.Hefound the letter,sent it to 20 people.
 Five days later he got an even better one.Devon Fairchild received the
 chain and not beleiving,threw it away.Nine days later he died.For no
 reason whatever the chain should be broken.



 Remember,send no money -- - - - - - - Please do not ignore it.IT WORKS!"
1980,"""Trust in the Lord with all good faith and He will acknowledge
and He will light the way.""     This prayer has been sent to you for good luck. The 
original copy is from the Netherlands. It has been around the world 9 times. 
This luck has now been brought to you. You will receive good luck within 4
days of receiving this letter, provided you in turn send it back out. THIS 
IS NO JOKE. You will receive it in the mail. Send copies of this letter to 
people you think need good luck. DO NOT SEND MONEY, for fate has no price 
on it. Do not keep this letter. It must leave your hands within 96 hours after
your receive it.  An RAF officer received $70,000. Joe Dilliot received 
$450,000 and lost it because he broke the chain. While in the Philippines, 
General Welch lost his wife six days after he received the letter. He failed 
to circulate the prayer. However, before his death he received $775,000. Please
send 20 copies and see what happens to you on the 4th day.  This chain comes from Venezuela, and was written by 
Saul Anthony or Caoii, a missionary from South America. I myself forward it
to you. Since the chain must make the tour of the world, you must make 20
copies identical to this one. Send it to your friends, parents, or to others.
After a few days you will receive a surprise. This is true even if you are
not superstitious.  Take more of the following. Constantine Dias received 
the chain, in 1953. He asked his secretary to make 20 copies and send them. 
A few days later , he won a lottery for $2,000,000. in his country. Caro Deditt,
an office employee, received the chain, he forgot it and a few days later
lost his job. He found the chain letter and sent it to 20 people. Five  days
later he got an even better job. Belon Fairchild received the chain and, not
believing it, threw it away. Nine days later he died. For no reason whatsoever 
should this chain be broken.  Remember send no money. PLEASE DO NOT IGNORE THIS. IT
WORKS. May you continue to be encircled in gold.  "
1981,"And all things, whatsoever ye shall
ask in prayer, believing we shall receive.  (Matthew 21:21)

This quote has been sent to you for good luck. The original copy is from
the Netherlands. It has been around the world nine times. The luck has now
been brought to you. You will receive good luck within four days of receiving
this letter providing you in turn send it back out. This is no joke. Your
will receive it in the mail. Send copies of this letter to people you think
need good luck, do not send money for fate has no price on it. Do not keep
this letter. It must leave your hands 96 hours after you receive it.

An RAF (Royal Air Force) officer received $70,000. Joe Elliot received $450,000
and lost his because he broke the chain. While in the Philippines, General
Aeles lost his wife six days after he received the letter. He failed to circulate
the quote. However before his death, he received $775.000.  Please send
20 copies and see what happens on the fourth day. 

This comes from Venezuela and was written by Soul Anthony  Da Gaold,
a missionary from South America. I, myself, forward it to you. Since the
chain makes a tour of the world, you must make 20 identical copies of this
one. Send it to your friends, parents, and associates. After a few days you
will get a surprise. This is true even if you are not superstitious. Take
note of the following:

Constantine Dias received the chain in 1953. He asked his secretary to make
20 copies and send them. A few days later he won a lottery for $2,000,000
in his country. Carlo Dadit, an office employee, received the chain and forgot
it. A few days later he lost his job. He found the chain letter and sent
it to 20 people. Five days later he got an even better job. De Van Fairchild
received the chain and not believing it, threw it away. Nine days later he
died. For no reason whatsoever should this be broken.

Remember - Send no money, please do not ignore it. It works."
1981,"""And All things whatever ye shall ask in prayer, 
               
 believing, ye shall receive."" 
                                             
 (Matt. 21:22)
 This quote has been sent to you for good luck. 
 The original is from the 
Netherlands.  It has been around the world 9 times.  The
 luck has now been 
brought to you.  You will receive good luck within 6 days of
 receiving the 
letter, provided, you in turn send it back out...THIS IS NO JOKE. 
 You will 
receive it in the mail.  Send copies of this letter to people
 you think need 
good luck.  Do not send money, for fate has no price on it. 
 DO NOT KEEP THIS 
LETTER.  It must leave your hand 96 hours after you receive 
it.  An R.A.F. officer 
received $70,000 after he sent his letters out.  Joe Elliott 
received $650,000 
and lost it, because he broke the chain.  While in the Phillippines,
 General Welch 
lost his life 6 days after he received this letter.  He failed
 to circulate this 
quote.  However, before his death he received $75,000.  
Please send 20 copies of 
this letter and see what happens to you on the sixth day. 
This  chain comes from 
Venezuela, and was written by Saul Anthony DeVoid, a missionary
from  South Amer- 
ica.  I, myself, forwarded this to you, but it is sent anonymous
 to you.  Since 
this chain makes a tour of the world; you must make 20 identical 
copies, send it 
to your friends, relatives and associates.  After a few days
 you will get a sur- 
prise.  This is true even if you are not superstitious. Take note of the following:  Constartin Xus received the chain in 1959. 
 He asked his secretary to make 20 
copies and send them out.  After a few days he won a lottery 
for $2,000,000 in his 
country.  Carlo Daditt, an office employee, received the chain
 and forgot about it. 
A few days later he lost his job.  He found the chain letter, 
 and sent it out to 
20 people the next day.  Five days later, he got an even better
 job.  FOR NO REASON SHOULD THIS CHAIN BE BROKEN.
 Remember, send no money.  Please do not ignore. 
 It works. 
                                                                
 A friend."
1981,""" TRUST IN THE LORD WITH ALL YOUR HEART, and
He will acknowledge 
          He will show 
the way.""      This prayer has been sent 
to you for good luck.  The original copy is from 
Netherlands.  It has been brought around the world nine times.  
The luck has now 
been sent to you.  You will receive good luck within four days 
after receiving this 
letter.  This is not a joke.  You will receive it in the 
mail.  Send copies of this 
letter to people you think need good luck.  Do not send money 
for the rite has no 
price on it.  Do not keep this letter.  It must leave your 
hands within 93 hours 
after you receive it.  An R.A.F. officer received $70,000. 
 Joe Elliott received 
$400,000., but lost it because he broke the chain.  While in 
the Phillipines, 
General Welch lost his life six days after he received this letter.  
He failed to 
circulate the Prayer.  However, before his death he received
$75,000.  Please send 
out 20 copies to see what happens to you on the 4th day.  The 
chain comes from 
Venezuela and was written Saul Anthony de Cadin, a missionary from 
South America.       I myself now forward it 
to you since the chain must tour the world.  You must

make 20 copies and send them to your friends, parents, or associates. 
 After a few 
days you will get a surprise.  This is true even if you are
not superstitious.       Take note of the followings:  
Constance Diaz received the chain in 1963.  He 
asked his secretary to send 20 copies.  A few days later he
won a lottery for $200,000. 
in his own country.  Carlo Raditt, an office employee received
 the chain.  He forgot 
about it and a few days later he lost his job.  He found the 
letter a few days later 
and got a better job after he sent it to 20 people.  Dalis Fairchild 
received the chain 
and not believing in it, threw it away.  Nine days later he
died.  For no reason at all 
should this chain be broken.  REMEMBER!!!!! : No money.  Please do not ignore 
this.  It does work.  "
1981,"AND ALL THINGS YE SHALL ASK IN PRAYER 
                      
 BELIEVING, YE SHALL RECEIVE This quote has been sent to you for good luck.
 The original is from the Netherlands.  It
has been around the world 
nine (9) times.  The luck has now been brought to you.
 You will receive good luck within six (6) days
of receiving this 
letter, provided you in turn, send it back out.  This is no 
joke.  You 
will receive it in the mail.  Send copies of this letter to 
people you 
think need good luck.  DO NOT SEND MONEY, for fate has
 no price on it. 
Dot no keep this letter.  It must leave your hands 96 hours 
after you 
receive it.  An R.A.F. officer received $70,000.00 after he
sent this letter out. 
Joe Elliot received $450,000.00 and lost it because he broke the 
chain. 
While in the Phillipines, General Welch lost his life six (6) days

after he received this letter.  He failed to circulate this 
quote, 
however, before his death, he received $725,000.00.
 Please send 20 copies of this letter and see what
 happens to you on the 
sixth day.  This chain comes to you from Venezualea and was 
written by 
Soul Anthony DeVoid, a missionary from South America.  I myself

forwarded this to you, but it is sent annonymously to you.  
Since this 
chain makes a tour of the world, you must make 20 identical copies,

send it to your friends, relatives, and associates.  After
a  few days 
you will get a surprise.  This is true, even if you are not

superstitious.  Make note of the following:  Constaintinkus
 received the chain in 1959. 
He asked his secretary to make 20 copies and send them out. After
 a 
few days, he won a lottery for Twelve-Million Dollars, in his country.

Chad Dado-tian, office worker, received the chain and forgot about
 it. 
A few days later he lost his job.  He found the chain letter 
and sent 
it out to 20 people the next day, five (5) days after he got an
even 
better job.  For no reason should this chain be broken. 
 REMEMBER, SEND NO MONEY. 
Please don't ignore it, IT WORKS.                                          
 A FRIEND   "
1982,"""Trust in the Lord with all good faith and he will
 acknowledge 
and he will light the way.""  This prayer has been sent to you

for good luck.  The original copy is from the Netherlands.  
 It 
has been around the world nine times.  The luck has now been
 sent 
to you.  You will receive good luck within four days of receiving

this letter, providing you in turn send it back out.  This
is 
no joke.  You will receive it in the mail.  Send copies 
of this 
letter to people who you think need good luck.  Do not send 
money, 
for faith has no price on it.  Do not keep this letter.  
 It must 
leave your hands within ninety-six hours after you receive it.

An RAF officer received $70,000.00.  Joe Elliott received

$450,000.00 and lost it because he broke the chain.  While
in 
the Phillipeans, General Welch lost his wife six days after he

received the letter, he failed to circulate the prayer.  However,

before his death he received $775,000.00.  Please send twenty

copies and see what happens to you on the fourth day.  Send 
it 
to your friends, parents, associates.  After a few days you 
will 
get a surprise.  This is true, even if you are not superstitious.

Take note of the following: Constantine Cica received the chain

in 1953.  He asked his secretary to make twenty copies and
send 
them.  A few days later he won 2 letters for $2,000,000.00
in  his 
country.  Carlo Delot, an office employee received his chain. 
 He 
forgot about it, and a few days later lost his job.  He found

the letter and sent it to twenty people.  Five days later he
 got 
an even better job.  Send no money...............Please do not ignore
 it....it works. 
12-25-81 
1-10-82                  
  8-22-82 
2-24-82                  
  8-26-82 
3-82                     
  8-30-82 
3-8-82                   
  9-1-82 
3-25-82 
3-30-82 
4-2-82 
4-12-82 
4-17-82 
4-20-82 
4-23-82 
5-4-82 
5-8-82 
5-12-82 
5-21-82 
6-1-82 
6-21-82 
6-27-82 
6-30-82 
7-1-82 
7-7-82 
7-13-82 
7-82 
7-29-82 
8-2-82 
8-9-82 
8-13-82 
8-16-82 
8-18-82"
1982,"""And all things, whatsoever 
                    
 ye shall ask in prayer, 
                    
 believeing, ye shall receive."" 
                        
 (Matthew 21:22) 
   This quote has been sent to you for good luck. The
original is 
from the Netherlands. It has been around the world 9 times.

The luck has now been brought to YOU. You will receive good luck

within 6 days of receiving this letter, provided you, in return,

send it back out. THIS IS NO JOKE. You will receive it in the mail.

Send copies of this letter to people you think need good luck.

Do not send money, for fate has no price tag on it. DO NOT KEEP THIS

LETTER. It must leave your hand 96 hours after you receive it.

An R.A.F. officer received $70,000.00 after he sent his letters

out.Joe Elliot received $650,000.00 and lost it because he broke

the chain. While in the Phillippines, General Welch lost his

life 6 days after he recieved this letter. He failed to circulate

this quote. However, before his death, he received $75,000.00.

Please send 20 copies of this letter and see what happens to you

on the sixth day. This chain comes from Venezuela and was written

by Saul Anthony DeVoid, a missionary from South America. I, myself,

forwarded this to you. But it is sent anonymous to you. Since this

chain makes a tour of the world, you must make 20 identical copies,

send it to your friends, relatives, and associates. After a few days,

you will get a surprise.This is true even if you are not superstitious.
 Take note of the following:
 Constantine Xus received the chain in 1959. He asked
his secretary 
to make 20 copies and send them out. After a few days he won the

lottery for $2,000,000.00 in his country. Carol Naditt, an officer

employee, received the chain and forgot about it. A few days later

he lost his job. He found the chain letter and sent it out to 20

people the next day. Five days later he got an even better job.
 For no reason should this chain be broken.
 Remember, send no money... Please do not ignore 
it. It works.                              
 A Friend"
1982,"TRUST IN THE LORD WITH ALL YOUR HEART AND HE WILL ACKNOWLEDGE HE WILL LIGHT THE WAY  THIS PRAYER HAS BEEN SENT TO YOU FOR GOOD LUCK. 
 THE ORIGINAL COPY 
IS FROM THE NETHERLANDS.  IT HAS BEEN AROUND THE WORLD NINE
 TIMES. 
THE LUCK HAS NOW BEEN BROUGHT TO YOU.  YOU WILL RECEIVE GOOD 
 LUCK 
WITHIN FOUR DAYS OF RECEIVING THIS LETTER PROVIDING YOU IN TURN

SEND IT BACK OUT.  THIS IS NO JOKE.  YOU WILL RECEIVE 
IT  IN THE MAIL. 
SEND COPIES OF LETTER TO PEOPLE YOU THINK NEED GOOD LUCK.

DO NOT SEND MONEY, FOR THE FATE HAS NO PRICE ON IT.  AN RAP
 OFFICER 
RECEIVED &7000,000.  JOE ELLIOT RECEIVED &4000,000
AND LOST  IT BE- 
CAUSE HE BROKE THE CHAIN.  WHILE IN THE PHILIPINES, GENERAL
 WELCH 
LOST HIS LIFE SIX DAYS AFTER HE RECEIVED THIS LETTER.  HE
FAILED  TO 
CIRCULATE THE PRAYER.  HOWEVER BEFORE HIS DEATH, HE RECEIVED
&775,000. 
PLEASE 20 COPIES AND SEE WHAT HAPPENS TO YOU ON THE FOURTH DAY.

THIS CHAIN COMES FROM VENZUCLA AND WAS WRITTEN BY SAUL ANTHONY
De  CaDIF, 
A MISSIONARY FROM SOUTH AMERICA.  I MYSELF NOW FORWARD IT
TO  YOU.SINCE 
THIS CHAIN MUST MAKE A TOUR OF THE WORLD, YOU MUST MAKE 20 copies

identical to this one and send them to your friends,parents, and
 other 
associates.  after a few days, you will get a SURPRISE. 
  THIS IS TRUE 
EVEN IF YOU ARE NOT SUPERSTITIOUS.  TAKE NOTE OF THIS STATEMENT

CONSTANTINA DIAS RECEIVED THE CHAIN IN 1955.  HE ASKED HIS 
SECRETARY  TO 
MAKE 20 COPIES AND SEND THEM.  A FEW DAYS LATER HE WON A LOTTERY 
 FOR 
&2,000,000 IN HIS COUNTRY.  CARLO RUSITT, AS AN OFFICE 
EMPLOYEE, 
RECEIVED THE CHAIN.  HE FORGOT IT AND A FEW DAYS LATER LOST
 HIS JOB. 
HE FOUND THE CHAIN AND SENT IT TO 20 PEOPLE.  FIVE DAYS LATER 
 HE GOT A 
BETTER JOB.  DARIN HAIRCHILD RECEIVED THE CHAIN AND NOT BELIEVING 
 IN IT, 
THREW IT AWAY.  NINE DAYS LATER HE DIED.FOR NO REASON WHAT 
SO  EVER 
SHOULD THE CHAIN BE BROKEN.  REMEMBER NO MONEY."
